선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도,Team,days,출신초등학교
진승현,No.26,2003년 09월 05일,투수(우투좌타),184cm/108kg,본리초-협성경복중-경북고,12000만원,4000만원,22 롯데 2차 2라운드 14순위,22롯데,롯데 자이언츠,8161,본리초
진해수,No.31,1986년 06월 26일,투수(좌투좌타),187cm/85kg,동삼초-경남중-부경고-KIA-상무-KIA-SK-LG,4000만원,7000만원,05 KIA 2차 7라운드 50순위,06KIA,롯데 자이언츠,14441,동삼초
최민규,No.105,2004년 02월 23일,내야수(우투우타),173cm/74kg,광주수창초-충장중-광주제일고-부산과학기술대,4000만원,3000만원,25 롯데 8라운드 74순위,,롯데 자이언츠,7990,광주수창초
최이준,No.49,1999년 04월 10일,투수(우투우타),182cm/90kg,서울이수초-대치중-장충고-KT,11000만원,4500만원,18 KT 2차 2라운드 11순위,18KT,롯데 자이언츠,9770,서울이수초
최준용,No.56,2001년 10월 10일,투수(우투우타),185cm/85kg,부산수영초-대천중-경남고,25000만원,11000만원,20 롯데 1차,20롯데,롯데 자이언츠,8856,부산수영초
최항,No.14,1994년 01월 03일,내야수(우투좌타),183cm/88kg,대일초-매송중-유신고-SK-SSG,,5000만원,12 SK 8라운드 70순위,17SK,롯데 자이언츠,11693,대일초
하혜성,No.118,2003년 06월 09일,투수(우투우타),191cm/85kg,서울도곡초-언북중-덕수고,6000만원,3000만원,22 롯데 2차 5라운드 44순위,,롯데 자이언츠,8249,서울도곡초
한승현,No.106,2006년 10월 29일,외야수(우투우타),183cm/80kg,신양초(강동구리틀)-건대부중-장충고,3000만원,3000만원,25 롯데 9라운드 84순위,,롯데 자이언츠,7011,신양초
한태양,No.60,2003년 09월 15일,내야수(우투우타),181cm/76kg,역삼초-언북중-덕수고-롯데-상무,5000만원,3800만원,22 롯데 2차 6라운드 54순위,22롯데,롯데 자이언츠,8151,역삼초
한현희,No.1,1993년 06월 25일,투수(우언우타),182cm/98kg,동삼초-경남중-경남고-히어로즈-키움,23000만원,100000만원,12 넥센 1라운드 2순위,12넥센,롯데 자이언츠,11885,동삼초
현도훈,No.17,1993년 01월 13일,투수(우투좌타),188cm/95kg,풍양초(남양주리틀)-서울신일중-일본 교토고쿠사이고-일본 큐슈교리츠대-두,,3300만원,18 두산 육성선수,18두산,롯데 자이언츠,12048,풍양초
홍민기,No.38,2001년 07월 20일,투수(좌투좌타),185cm/85kg,법동초-한밭중-대전고,16000만원,3100만원,20 롯데 2차 1라운드 4순위,20롯데,롯데 자이언츠,8938,법동초
황성빈,No.0,1997년 12월 19일,외야수(우투좌타),172cm/76kg,관산초-안산중앙중-소래고-경남대,7000만원,15500만원,20 롯데 2차 5라운드 44순위,22롯데,롯데 자이언츠,10247,관산초
권광민,No.17,1997년 12월 12일,내야수(좌투좌타),189cm/102kg,서울청구초-홍은중-장충고,,3800만원,22 한화 2차 5라운드 41순위,16시카고컵스,한화 이글스,10254,서울청구초
권민규,No.64,2006년 05월 13일,투수(좌투좌타),188cm/90kg,청주석교초-세광중-세광고,16000만원,3000만원,25 한화 2라운드 12순위,25한화,한화 이글스,7180,청주석교초
김건,No.56,2000년 02월 23일,내야수(우투우타),183cm/79kg,양정초-개성중-경남고,7000만원,3200만원,19 한화 2차 5라운드 43순위,20한화,한화 이글스,9451,양정초
김규연,No.60,2002년 08월 23일,투수(우투우타),183cm/91kg,동수원초(수원영통구리틀)-매향중-공주고,4000만원,5300만원,21 한화 2차 8라운드 72순위,22한화,한화 이글스,8539,동수원초
김기중,No.15,2002년 11월 16일,투수(좌투좌타),186cm/96kg,의왕부곡초-매송중-유신고,15000만원,6000만원,21 한화 2차 1라운드 2순위,21한화,한화 이글스,8454,의왕부곡초
김도빈,No.62,2001년 01월 05일,투수(우투우타),190cm/95kg,서화초-경기신흥중-성지고-강릉영동대,,3100만원,24 한화 육성선수,24한화,한화 이글스,9134,서화초
김민우,No.53,1995년 07월 25일,투수(우투우타),186cm/123kg,사파초-마산중-용마고,20000만원,13000만원,15 한화 2차 1라운드 1순위,15한화,한화 이글스,11125,사파초
김범수,No.47,1995년 10월 03일,투수(좌투좌타),181cm/92kg,온양온천초-온양중-북일고,20000만원,14300만원,15 한화 1차,15한화,한화 이글스,11055,온양온천초
김범준,No.49,2000년 09월 30일,투수(우투우타),175cm/79kg,서울도곡초-글로벌선진중-충암고,3000만원,3000만원,20 한화 2차 9라운드 88순위,,한화 이글스,9231,서울도곡초
김서현,No.44,2004년 05월 31일,투수(우투우타),188cm/86kg,효제초-자양중-서울고,50000만원,5600만원,23 한화 1라운드 1순위,23한화,한화 이글스,7892,효제초
김승일,No.14,2001년 07월 07일,투수(우언우타),183cm/85kg,해강초(해운대리틀)-센텀중-경남고,3000만원,3200만원,20 한화 2차 10라운드 98순위,24한화,한화 이글스,8951,해강초
김예준,No.114,2004년 10월 28일,내야수(우투좌타),182cm/78kg,인천당하초(인천서구리틀)-재능중-강릉고,3000만원,,23 한화 11라운드 101순위,,한화 이글스,7742,인천당하초
김인환,No.37,1994년 01월 28일,내야수(우투좌타),186cm/100kg,화순초-화순중-화순고-성균관대,,5500만원,16 한화 육성선수,18한화,한화 이글스,11668,화순초
김종수,No.38,1994년 06월 03일,투수(우투우타),180cm/88kg,성동초-덕수중-울산공고,3000만원,5500만원,13 한화 8라운드 74순위,13한화,한화 이글스,11542,성동초
김태연,No.25,1997년 06월 10일,외야수(우투우타),178cm/96kg,서울청구초-덕수중-야탑고,5000만원,14600만원,16 한화 2차 6라운드 59순위,17한화,한화 이글스,10439,서울청구초
노시환,No.8,2000년 12월 03일,내야수(우투우타),185cm/105kg,부산수영초-경남중-경남고,20000만원,33000만원,19 한화 2차 1라운드 3순위,19한화,한화 이글스,9167,부산수영초
류현진,No.99,1987년 03월 25일,투수(좌투우타),190cm/113kg,창영초-동산중-동산고-(대전대)-한화-LA다저스-토론토,25000만원,200000만원,06 한화 2차 1라운드 2순위,06한화,한화 이글스,14169,창영초
문동주,No.1,2003년 12월 23일,투수(우투우타),188cm/97kg,광주화정초-무등중-진흥고,50000만원,10000만원,22 한화 1차,22한화,한화 이글스,8052,광주화정초
문승진,No.96,2002년 04월 02일,투수(우투우타),185cm/91kg,서울청구초-홍은중-서울고,3000만원,3000만원,21 한화 2차 10라운드 92순위,,한화 이글스,8682,서울청구초
문현빈,No.51,2004년 04월 20일,내야수(우투좌타),174cm/82kg,대전유천초-온양중-북일고,15000만원,8800만원,23 한화 2라운드 11순위,23한화,한화 이글스,7933,대전유천초
박부성,No.111,2000년 01월 17일,투수(우투우타),185cm/85kg,마포초(용산구리틀)-선린중-배명고-동의대,,3000만원,25 한화 육성선수,,한화 이글스,9488,마포초
박상언,No.42,1997년 03월 03일,포수(우투우타),185cm/90kg,무원초-영남중-유신고-한화-상무,4000만원,4200만원,16 한화 2차 8라운드 79순위,17한화,한화 이글스,10538,무원초
박상원,No.58,1994년 09월 09일,투수(우투우타),187cm/98kg,백운초-서울이수중-휘문고-연세대,8000만원,22000만원,17 한화 2차 3라운드 25순위,17한화,한화 이글스,11444,백운초
박상현,No.105,2005년 01월 06일,투수(우투우타),184cm/83kg,안산슬기초(안산리틀)-안산중-안산공고,6000만원,3000만원,25 한화 6라운드 52순위,,한화 이글스,7672,안산슬기초
박성웅,No.63,1999년 08월 20일,투수(좌투좌타),178cm/109kg,광주서석초-충장중-광주제일고,10000만원,3300만원,18 한화 2차 2라운드 14순위,18한화,한화 이글스,9638,광주서석초
박준영,No.113,2003년 03월 02일,투수(우투우타),190cm/103kg,청주우암초(청주시리틀)-세광중-세광고,20000만원,,22 한화 2차 1라운드 1순위,22한화,한화 이글스,8348,청주우암초
배동현,No.61,1998년 03월 16일,투수(우투좌타),183cm/83kg,판곡초(양평리틀)-언북중-경기고-한일장신대-한화-상무,6000만원,3400만원,21 한화 2차 5라운드 42순위,21한화,한화 이글스,10160,판곡초
배민서,No.45,1999년 11월 18일,투수(우언우타),184cm/90kg,대구수창초-경운중-대구상원고-NC-상무-NC,7000만원,4100만원,19 NC 2차 4라운드 37순위,19NC,한화 이글스,9548,대구수창초
배승수,No.98,2006년 05월 15일,내야수(우투우타),184cm/73kg,가동초-자양중-덕수고,9000만원,3000만원,25 한화 4라운드 32순위,25한화,한화 이글스,7178,가동초
성지훈,No.57,2000년 01월 29일,투수(좌투좌타),181cm/68kg,송정동초-무등중-광주제일고-동아대,,3000만원,23 한화 육성선수,24한화,한화 이글스,9476,송정동초
송호정,No.54,2002년 03월 10일,내야수(우투좌타),185cm/78kg,수유초-자양중-서울고,10000만원,3100만원,21 한화 2차 2라운드 12순위,21한화,한화 이글스,8705,수유초
신우재,No.69,1997년 11월 16일,내야수(우투우타),183cm/97kg,인천숭의초-자양중-세광고-인천재능대,,3000만원,23 한화 육성선수,,한화 이글스,10280,인천숭의초
심우준,No.2,1995년 04월 28일,내야수(우투우타),183cm/75kg,송정동초-언북중-경기고-(영남사이버대)-KT-상무-KT,13000만원,50000만원,14 KT 2차 특별 14순위,14KT,한화 이글스,11213,송정동초
안진,No.39,2002년 11월 26일,포수(우투우타),183cm/90kg,인헌초-영남중-경기상고,3000만원,3000만원,21 한화 2차 9라운드 82순위,,한화 이글스,8444,인헌초
안치홍,No.3,1990년 07월 02일,내야수(우투우타),178cm/97kg,구지초(구리리틀)-대치중-서울고-KIA-경찰-KIA-롯데,18000만원,50000만원,09 KIA 2차 1라운드 1순위,09KIA,한화 이글스,12974,구지초
엄상백,No.11,1996년 10월 04일,투수(우언우타),187cm/72kg,역삼초-언북중-덕수고-KT-상무-KT,23000만원,90000만원,15 KT 1차,15KT,한화 이글스,10688,역삼초
엄상현,No.107,2004년 07월 06일,투수(우투우타),175cm/80kg,중대초(의정부리틀)-건대부중-장충고-홍익대(얼리 드래프트),4000만원,3000만원,25 한화 8라운드 72순위,,한화 이글스,7856,중대초
엄요셉,No.108,2006년 05월 29일,투수(우투우타),190cm/94kg,오산광성초(오산시리틀)-성일중-구리인창고,4000만원,3000만원,25 한화 9라운드 82순위,,한화 이글스,7164,오산광성초
와이스,No.55,1996년 12월 10일,투수(우투우타),193cm/95kg,미국 Wright State(대),12000달러,600000달러,24 한화 부상 대체 외국인선수,24한화,한화 이글스,10621,-
원종혁,No.48,2005년 08월 27일,투수(우투우타),184cm/92kg,서울도곡초-휘문중-구리인창고,3000만원,3000만원,24 한화 9라운드 81순위,,한화 이글스,7439,서울도곡초
유로결,No.33,2000년 05월 30일,외야수(우투우타),186cm/83kg,광주서림초-광주동성중-광주제일고,11000만원,3500만원,19 한화 2차 2라운드 13순위,19한화,한화 이글스,9354,광주서림초
유민,No.97,2003년 01월 20일,외야수(우투우타),187cm/92kg,역삼초-대치중-배명고,9000만원,3000만원,22 한화 2차 3라운드 21순위,22한화,한화 이글스,8389,역삼초
윤대경,No.5,1994년 04월 09일,투수(우투우타),179cm/81kg,인천서림초-동인천중-인천고-삼성,5000만원,7000만원,13 삼성 7라운드 65순위,13삼성,한화 이글스,11597,인천서림초
이기창,No.100,2005년 04월 21일,투수(우투우타),184cm/88kg,새빛초(수원영통구리틀)-매향중-유신고,6000만원,3000만원,24 한화 5라운드 41순위,,한화 이글스,7567,새빛초
이도윤,No.7,1996년 10월 07일,내야수(우투좌타),175cm/79kg,고명초-배재중-북일고,8000만원,11000만원,15 한화 2차 3라운드 24순위,15한화,한화 이글스,10685,고명초
이동영,No.104,2006년 04월 09일,투수(좌투좌타),185cm/85kg,남도초-경상중-대구상원고,7000만원,3000만원,25 한화 5라운드 42순위,,한화 이글스,7214,남도초
이민우,No.27,1993년 02월 09일,투수(우투우타),185cm/104kg,순천북초-순천이수중-효천고-경성대-KIA,24000만원,9400만원,15 KIA 1차,17KIA,한화 이글스,12021,순천북초
이민재,No.110,2004년 03월 07일,외야수(우투좌타),184cm/80kg,호동초(안산리틀)-안산중-비봉고-동원과학기술대,3000만원,3000만원,25 한화 11라운드 102순위,,한화 이글스,7977,호동초
이상규,No.18,1996년 10월 20일,투수(우투우타),185cm/77kg,흥인초-청원중-청원고-LG,4000만원,4800만원,15 LG 2차 7라운드 70순위,19LG,한화 이글스,10672,흥인초
이상혁,No.9,2001년 09월 14일,외야수(우투좌타),174cm/65kg,수원영화초(군포시리틀)-수원북중-장안고-강릉영동대,,3500만원,22 한화 육성선수,23한화,한화 이글스,8882,수원영화초
이성민,No.93,2002년 09월 28일,투수(우투우타),191cm/92kg,남부민초-부산중-부경고,4000만원,3000만원,22 한화 2차 7라운드 61순위,,한화 이글스,8503,남부민초
이승현,No.112,2002년 07월 23일,내야수(우투좌타),172cm/77kg,부천상인초(원미구리틀)-부천중-포항제철고-성균관대,,3000만원,25 한화 육성선수,,한화 이글스,8570,부천상인초
이원석,No.50,1999년 03월 31일,외야수(우투우타),177cm/80kg,화곡초-충암중-충암고,8000만원,5000만원,18 한화 2차 4라운드 34순위,19한화,한화 이글스,9780,화곡초
이재원,No.20,1988년 02월 24일,포수(우투우타),185cm/98kg,인천숭의초-상인천중-인천고-SK-상무-SK-SSG,25000만원,10000만원,06 SK 1차,06SK,한화 이글스,13833,인천숭의초
이지성,No.106,2005년 11월 29일,내야수(우투우타),180cm/78kg,세류초(장안구리틀)-개군중-라온고,5000만원,3000만원,25 한화 7라운드 62순위,,한화 이글스,7345,세류초
이진영,No.10,1997년 07월 21일,외야수(우투우타),183cm/89kg,둔촌초-선린중-선린인터넷고-KIA-경찰-KIA,5000만원,6200만원,16 KIA 2차 6라운드 58순위,16KIA,한화 이글스,10398,둔촌초
이충호,No.19,1994년 09월 20일,투수(좌투좌타),182cm/82kg,인헌초-선린중-충암고,7000만원,3400만원,13 한화 4라운드 38순위,13한화,한화 이글스,11433,인헌초
이태양,No.46,1990년 07월 03일,투수(우투좌타),192cm/97kg,여수서초-여수중-효천고-한화-SK-SSG,7000만원,27000만원,10 한화 5라운드 36순위,10한화,한화 이글스,12973,여수서초
임종찬,No.24,2001년 09월 28일,외야수(우투좌타),184cm/85kg,청주우암초-청주중-북일고,9000만원,3700만원,20 한화 2차 3라운드 28순위,20한화,한화 이글스,8868,청주우암초
장규현,No.32,2002년 06월 28일,포수(우투좌타),183cm/96kg,인성초(미추홀구리틀)-동인천중-인천고-한화-상무,7000만원,3300만원,21 한화 2차 4라운드 32순위,21한화,한화 이글스,8595,인성초
장민재,No.36,1990년 03월 19일,투수(우투우타),184cm/106kg,광주화정초-무등중-광주제일고,8000만원,15000만원,09 한화 2차 3라운드 22순위,09한화,한화 이글스,13079,광주화정초
장시환,No.28,1987년 11월 01일,투수(우투우타),184cm/97kg,태안초-태안중-북일고-현대-히어로즈-상무-히어로즈-KT-롯데,18000만원,15000만원,07 현대 2차 1라운드 2순위,07현대,한화 이글스,13948,태안초
장지수,No.40,2000년 05월 25일,투수(우투우타),179cm/80kg,사당초-강남중-성남고-KIA-상무-KIA,10000만원,3400만원,19 KIA 2차 2라운드 20순위,19KIA,한화 이글스,9359,사당초
정민규,No.65,2003년 01월 10일,내야수(우투우타),183cm/101kg,광일초(부산서구리틀)-경남중-부산고-한화-상무,15000만원,3100만원,21 한화 1차,21한화,한화 이글스,8399,광일초
정안석,No.103,2005년 01월 26일,외야수(우투좌타),183cm/78kg,염동초(강서구리틀)-서울신월중-휘문고,10000만원,3000만원,24 한화 3라운드 21순위,24한화,한화 이글스,7652,염동초
정우주,No.43,2006년 11월 07일,투수(우투우타),184cm/88kg,구남초(남양주리틀)-건대부중-전주고,50000만원,3000만원,25 한화 1라운드 2순위,25한화,한화 이글스,7002,구남초
정이황,No.31,2000년 03월 07일,투수(우투우타),190cm/89kg,부산수영초-경남중-부산고,8000만원,3000만원,19 한화 2차 3라운드 23순위,19한화,한화 이글스,9438,부산수영초
조동욱,No.68,2004년 11월 02일,투수(좌투좌타),190cm/82kg,소래초-영남중-장충고,15000만원,4000만원,24 한화 2라운드 11순위,24한화,한화 이글스,7737,소래초
조한민,No.4,2000년 10월 20일,내야수(우투우타),182cm/77kg,군산중앙초-군산중-대전고-한화-상무,4000만원,3600만원,19 한화 2차 8라운드 73순위,20한화,한화 이글스,9211,군산중앙초
주현상,No.66,1992년 08월 10일,투수(우투우타),177cm/92kg,청주우암초-청주중-청주고-동아대,5000만원,25000만원,15 한화 2차 7라운드 64순위,15한화,한화 이글스,12204,청주우암초
채은성,No.22,1990년 02월 06일,내야수(우투우타),186cm/92kg,순천북초-순천이수중-효천고-LG,,60000만원,09 LG 육성선수,14LG,한화 이글스,13120,순천북초
최인호,No.41,2000년 01월 30일,외야수(우투좌타),178cm/82kg,송정동초-광주동성중-포항제철고-한화-상무,6000만원,6800만원,20 한화 2차 6라운드 58순위,20한화,한화 이글스,9475,송정동초
최재훈,No.13,1989년 08월 27일,포수(우투우타),178cm/94kg,화곡초-덕수중-덕수고-(방송통신대)-두산-경찰-두산,,50000만원,08 두산 육성선수,08두산,한화 이글스,13283,화곡초
최주원,No.109,2006년 01월 11일,투수(우투우타),185cm/85kg,경기안성초(안성시리틀)-평택청담중-북일고,3000만원,3000만원,25 한화 10라운드 92순위,,한화 이글스,7302,경기안성초
최준서,No.94,2000년 06월 29일,외야수(우투좌타),182cm/77kg,인천숭의초-율곡중-율곡고-동국대,6000만원,3000만원,24 한화 6라운드 51순위,25한화,한화 이글스,9324,인천숭의초
폰세,No.30,1994년 04월 25일,투수(우투우타),198cm/115kg,미국 California State(대),200000달러,800000달러,25 한화 자유선발,25한화,한화 이글스,11581,-
플로리얼,No.34,1997년 11월 25일,외야수(우투좌타),185cm/88kg,도미니카,50000달러,700000달러,25 한화 자유선발,25한화,한화 이글스,10271,-
하주석,No.16,1994년 02월 25일,내야수(우투좌타),185cm/92kg,강남초-덕수중-신일고-한화-상무,30000만원,9000만원,12 한화 1라운드 1순위,12한화,한화 이글스,11640,강남초
한경빈,No.6,1998년 12월 11일,내야수(우투좌타),178cm/69kg,인천서림초-상인천중-동산고-인천재능대,,3100만원,22 한화 육성선수,24한화,한화 이글스,9890,인천서림초
한서구,No.102,2003년 12월 04일,투수(좌투좌타),191cm/98kg,석교초-세광중-대전고,5000만원,3000만원,23 한화 6라운드 51순위,,한화 이글스,8071,석교초
한승혁,No.26,1993년 01월 03일,투수(우투좌타),185cm/100kg,도신초-강남중-덕수고-(남부대)-KIA,18000만원,9400만원,11 KIA 1라운드 8순위,11KIA,한화 이글스,12058,도신초
한지윤,No.67,2006년 04월 10일,포수(우투우타),188cm/98kg,가동초-휘문중-경기상고,11000만원,3000만원,25 한화 3라운드 22순위,25한화,한화 이글스,7213,가동초
허관회,No.12,1999년 02월 12일,포수(우투우타),176cm/93kg,경동초(의정부리틀)-건대부중-경기고,3000만원,3300만원,19 한화 2차 9라운드 83순위,20한화,한화 이글스,9827,경동초
허인서,No.59,2003년 07월 11일,포수(우투우타),182cm/93kg,순천북초-여수중-효천고-한화-상무,11000만원,3100만원,22 한화 2차 2라운드 11순위,22한화,한화 이글스,8217,순천북초
황영묵,No.95,1999년 10월 16일,내야수(우투좌타),177cm/80kg,수진초-성일중-충훈고,8000만원,8300만원,24 한화 4라운드 31순위,24한화,한화 이글스,9581,수진초
황준서,No.29,2005년 08월 22일,투수(좌투좌타),185cm/78kg,면일초(중랑구리틀)-상명중-장충고,35000만원,4500만원,24 한화 1라운드 1순위,24한화,한화 이글스,7444,면일초
강동훈,No.37,2000년 11월 23일,투수(우투우타),185cm/98kg,천안남산초-청주중-청주고-중앙대,7000만원,3000만원,24 KIA 5라운드 46순위,,KIA 타이거즈,9177,천안남산초
강민제,No.013,2005년 02월 10일,내야수(우투우타),181cm/82kg,군산중앙초-군산중-군산상일고,4000만원,3000만원,24 KIA 9라운드 86순위,,KIA 타이거즈,7637,군산중앙초
강병우,No.012,2003년 12월 12일,투수(좌투좌타),182cm/88kg,군산중앙초-배명중-배명고,8000만원,,22 KIA 2차 3라운드 25순위,22KIA,KIA 타이거즈,8063,군산중앙초
강이준,No.02,1998년 04월 07일,투수(우투우타),190cm/86kg,발산초-덕수중-구리인창고-KIA-상무,7000만원,3000만원,17 KIA 2차 4라운드 34순위,19KIA,KIA 타이거즈,10138,발산초
고종욱,No.57,1989년 01월 11일,외야수(우투좌타),184cm/83kg,역삼초-대치중-경기고-한양대-히어로즈-상무-히어로즈-SK-SSG,8000만원,15000만원,11 넥센 3라운드 19순위,11넥센,KIA 타이거즈,13511,역삼초
곽도규,No.0,2004년 04월 12일,투수(좌투좌타),185cm/90kg,도척초-공주중-공주고,6000만원,12000만원,23 KIA 5라운드 42순위,23KIA,KIA 타이거즈,7941,도척초
권다결,No.020,2002년 01월 23일,포수(우투우타),187cm/94kg,중대초-잠신중-신일고,7000만원,3200만원,21 KIA 2차 4라운드 34순위,21KIA,KIA 타이거즈,8751,중대초
김건국,No.43,1988년 02월 02일,투수(우투우타),183cm/86kg,한서초(서부리틀)-청량중-덕수고-두산-KT-롯데,13000만원,4500만원,06 두산 2차 1라운드 6순위,06두산,KIA 타이거즈,13855,한서초
김규성,No.14,1997년 03월 08일,내야수(우투좌타),185cm/88kg,갈산초-선린중-선린인터넷고,4000만원,6500만원,16 KIA 2차 7라운드 63순위,17KIA,KIA 타이거즈,10533,갈산초
김기훈,No.53,2000년 01월 03일,투수(좌투좌타),184cm/93kg,광주수창초-무등중-광주동성고-KIA-상무,35000만원,5500만원,19 KIA 1차,19KIA,KIA 타이거즈,9502,광주수창초
김대유,No.69,1991년 05월 08일,투수(좌투좌타),187cm/92kg,부산중앙초-부산중-부산고-히어로즈-SK-KT-LG,6000만원,12000만원,10 넥센 3라운드 18순위,10넥센,KIA 타이거즈,12664,부산중앙초
김도영,No.5,2003년 10월 02일,내야수(우투우타),183cm/85kg,광주대성초-광주동성중-광주동성고,40000만원,50000만원,22 KIA 1차,22KIA,KIA 타이거즈,8134,광주대성초
김도현,No.60,2000년 09월 15일,투수(우투우타),183cm/87kg,길원초(동대문구리틀)-잠신중-신일고-한화,8000만원,9000만원,19 한화 2차 4라운드 33순위,19한화,KIA 타이거즈,9246,길원초
김두현,No.12,2003년 04월 25일,내야수(우투우타),178cm/80kg,수원신곡초-공주중-공주고-동원대,3000만원,3100만원,24 KIA 11라운드 106순위,24KIA,KIA 타이거즈,8294,수원신곡초
김민수,No.04,2000년 04월 05일,외야수(우투좌타),186cm/87kg,부산수영초-경남중-경남고,,3000만원,19 KIA 2차 7라운드 70순위,,KIA 타이거즈,9409,부산수영초
김민재,No.61,2003년 07월 08일,투수(우투우타),188cm/85kg,효제초-청량중-신일고-동원과학기술대,4000만원,3100만원,24 KIA 8라운드 76순위,24KIA,KIA 타이거즈,8220,효제초
김민주,No.49,2002년 09월 08일,투수(우투우타),182cm/85kg,서울청담초(성동구리틀)-건대부중-배명고-강릉영동대,5000만원,3100만원,24 KIA 7라운드 66순위,24KIA,KIA 타이거즈,8523,서울청담초
김사윤,No.21,1994년 06월 08일,투수(좌투좌타),182cm/90kg,광주화정초-무등중-화순고-SK-상무-SK-SSG,8000만원,4000만원,13 SK 3라운드 28순위,15SK,KIA 타이거즈,11537,광주화정초
김석환,No.35,1999년 02월 28일,외야수(좌투좌타),187cm/97kg,광주서석초-광주동성중-광주동성고,9000만원,4000만원,17 KIA 2차 3라운드 24순위,17KIA,KIA 타이거즈,9811,광주서석초
김선빈,No.3,1989년 12월 18일,내야수(우투우타),165cm/77kg,화순초-화순중-화순고-KIA-상무,3000만원,60000만원,08 KIA 2차 6라운드 43순위,08KIA,KIA 타이거즈,13170,화순초
김세일,No.017,2003년 03월 02일,투수(좌투좌타),188cm/91kg,부산수영초-개성중-용마고,6000만원,3000만원,23 KIA 4라운드 32순위,23KIA,KIA 타이거즈,8348,부산수영초
김승현,No.24,1992년 07월 09일,투수(우투우타),180cm/105kg,노암초-경포중-강릉고-건국대-삼성-상무-삼성,13000만원,4600만원,16 삼성 2차 1라운드 10순위,16삼성,KIA 타이거즈,12236,노암초
김재현,No.010,2000년 12월 02일,내야수(우투좌타),176cm/81kg,광주화정초-건대부중-경기고-송원대,3000만원,3000만원,23 KIA 10라운드 92순위,,KIA 타이거즈,9168,광주화정초
김정엽,No.46,2006년 04월 18일,투수(우투우타),185cm/96kg,부산수영초-개성중-부산고,7000만원,3000만원,25 KIA 5라운드 45순위,25KIA,KIA 타이거즈,7205,부산수영초
김태군,No.42,1989년 12월 30일,포수(우투우타),182cm/92kg,양정초-대동중-부산고-LG-NC-경찰-NC-삼성,8000만원,70000만원,08 LG 2차 3라운드 17순위,08LG,KIA 타이거즈,13158,양정초
김태형,No.10,2006년 12월 15일,투수(우투우타),184cm/95kg,화순초-거원중-덕수고,30000만원,3000만원,25 KIA 1라운드 5순위,25KIA,KIA 타이거즈,6964,화순초
김현수,No.32,2000년 07월 10일,투수(우투우타),185cm/90kg,효제초-홍은중-장충고-롯데-KIA-상무,9000만원,4500만원,19 롯데 2차 3라운드 28순위,19롯데,KIA 타이거즈,9313,효제초
김호령,No.27,1992년 04월 30일,외야수(우투우타),178cm/85kg,관산초-안산중앙중-군산상고-동국대-KIA-경찰,3000만원,8000만원,15 KIA 2차 10라운드 102순위,15KIA,KIA 타이거즈,12306,관산초
나성범,No.47,1989년 10월 03일,외야수(좌투좌타),183cm/100kg,광주대성초-진흥중-진흥고-연세대-NC,30000만원,80000만원,12 NC 2라운드 10순위,12NC,KIA 타이거즈,13246,광주대성초
나연우,No.029,2006년 07월 24일,투수(우투우타),184cm/90kg,서울상일초-배재중-휘문고,5000만원,3000만원,25 KIA 7라운드 65순위,,KIA 타이거즈,7108,서울상일초
네일,No.40,1993년 02월 08일,투수(우투우타),193cm/83kg,미국 Alabama at Birmingham(대),200000달러,1200000달러,24 KIA 자유선발,24KIA,KIA 타이거즈,12022,-
박건우,No.03,1998년 06월 03일,투수(우투우타),193cm/97kg,다솜초-언북중-덕수고-고려대,13000만원,3100만원,21 KIA 2차 1라운드 4순위,21KIA,KIA 타이거즈,10081,다솜초
박민,No.2,2001년 06월 05일,내야수(우투우타),184cm/84kg,갈산초-성남중-야탑고-KIA-상무,15000만원,3800만원,20 KIA 2차 1라운드 6순위,20KIA,KIA 타이거즈,8983,갈산초
박상준,No.05,2001년 08월 21일,내야수(좌투좌타),178cm/104kg,석교초-세광중-세광고-강릉영동대,,3000만원,22 KIA 육성선수,,KIA 타이거즈,8906,석교초
박재현,No.36,2006년 12월 08일,외야수(우투좌타),180cm/73kg,동막초-재능중-인천고,10000만원,3000만원,25 KIA 3라운드 25순위,25KIA,KIA 타이거즈,6971,동막초
박정우,No.15,1998년 02월 01일,외야수(좌투좌타),175cm/68kg,역삼초-언북중-덕수고,5000만원,6500만원,17 KIA 2차 7라운드 64순위,21KIA,KIA 타이거즈,10203,역삼초
박준표,No.31,1992년 06월 26일,투수(우언우타),181cm/93kg,송정동초-진흥중-중앙고-동강대-KIA-경찰,4000만원,7500만원,13 KIA 7라운드 62순위,13KIA,KIA 타이거즈,12249,송정동초
박찬호,No.1,1995년 06월 05일,내야수(우투우타),178cm/72kg,신답초-건대부중-장충고,8000만원,45000만원,14 KIA 2차 5라운드 50순위,14KIA,KIA 타이거즈,11175,신답초
박헌,No.036,2006년 01월 05일,외야수(좌투좌타),185cm/90kg,광주수창초-충장중-광주제일고,3000만원,3000만원,25 KIA 11라운드 105순위,,KIA 타이거즈,7308,광주수창초
변우혁,No.29,2000년 03월 18일,내야수(우투우타),185cm/100kg,일산초-현도중-북일고-한화-상무-한화,18000만원,8500만원,19 한화 1차,19한화,KIA 타이거즈,9427,일산초
서건창,No.58,1989년 08월 22일,내야수(우투좌타),176cm/84kg,송정동초-충장중-광주제일고-LG-히어로즈-키움-LG,,12000만원,08 LG 육성선수,08LG,KIA 타이거즈,13288,송정동초
